brand,model,repair_type,parts_cost,labour_cost,,,,,,
SAMSUNG,SAMSUNG GALAXY A35,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A36,DISPLAY,430,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A36,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A36,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A36,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A36,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A37,DISPLAY,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A37,BATERIE,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A37,CARCASA,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A37,MUFA DE INCARCARE,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A37,DIFUZOR,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A50,DISPLAY,260,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A50,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A50,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A50,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A50,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A51,DISPLAY,380,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A51,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A51,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A51,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A51,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A52,DISPLAY,370,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A52,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A52,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A52,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A52,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A53,DISPLAY,450,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A53,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A53,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A53,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A53,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A54,DISPLAY,250,350,,,,,,
SAMSUNG,SAMSUNG GALAXY A54,BATERIE,150,350,,,,,,
SAMSUNG,SAMSUNG GALAXY A54,CARCASA,200,350,,,,,,
SAMSUNG,SAMSUNG GALAXY A54,MUFA DE INCARCARE,80,350,,,,,,
SAMSUNG,SAMSUNG GALAXY A54,DIFUZOR,80,350,,,,,,
SAMSUNG,SAMSUNG GALAXY A55,DISPLAY,400,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A55,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A55,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A55,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A55,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A56,DISPLAY,450,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A56,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A56,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A56,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A56,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A57,DISPLAY,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A57,BATERIE,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A57,CARCASA,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A57,MUFA DE INCARCARE,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A57,DIFUZOR,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A04,DISPLAY,90,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A04,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A04,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A04,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A04,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A04s,DISPLAY,90,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A04s,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A04s,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A04s,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A04s,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A05,DISPLAY,100,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A05,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A05,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A05,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A05,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A05s,DISPLAY,120,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A05s,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A05s,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A05s,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A05s,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A06,DISPLAY,200,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A06,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A06,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A06,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A06,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A20s,DISPLAY,100,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A20s,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A20s,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A20s,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A20s,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A52s,DISPLAY,380,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A52s,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A52s,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A52s,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A52s,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A70,DISPLAY,330,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A70,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A70,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A70,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A70,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A71,DISPLAY,420,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A71,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A71,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A71,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A71,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY S20 FE,DISPLAY,400,200,,,,,,
SAMSUNG,SAMSUNG GALAXY S20 FE,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S20 FE,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY S20 FE,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S20 FE,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY S21 FE,DISPLAY,520,200,,,,,,
SAMSUNG,SAMSUNG GALAXY S21 FE,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S21 FE,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY S21 FE,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S21 FE,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY S23 FE,DISPLAY,450,200,,,,,,
SAMSUNG,SAMSUNG GALAXY S23 FE,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S23 FE,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY S23 FE,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S23 FE,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY S24 FE,DISPLAY,450,200,,,,,,
SAMSUNG,SAMSUNG GALAXY S24 FE,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S24 FE,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY S24 FE,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S24 FE,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY A22 5g,DISPLAY,170,200,,,,,,
SAMSUNG,SAMSUNG GALAXY A22 5g,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A22 5g,CARCASA,50,100,,,,,,
SAMSUNG,SAMSUNG GALAXY A22 5g,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY A22 5g,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
SAMSUNG,SAMSUNG GALAXY S10e,DISPLAY,800,250,,,,,,
SAMSUNG,SAMSUNG GALAXY S10e,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY S10e,CARCASA,170,100,,,,,,
SAMSUNG,SAMSUNG GALAXY S10e,MUFA DE INCARCARE,50,250,,,,,,
SAMSUNG,SAMSUNG GALAXY S10e,DIFUZOR,80,250,,,,,,
,,,,,,,,,,
APPLE,IPHONE 12 mini,DISPLAY,250,250,,,,,,
APPLE,IPHONE 12 mini,BATERIE,400,250,,,,,,
APPLE,IPHONE 12 mini,CARCASA,400,250,,,,,,
APPLE,IPHONE 12 mini,MUFA DE INCARCARE,100,250,,,,,,
APPLE,IPHONE 12 mini,DIFUZOR,100,250,,,,,,
,,,,,,,,,,
APPLE,IPHONE 13 mini,DISPLAY,500,250,,,,,,
APPLE,IPHONE 13 mini,BATERIE,350,250,,,,,,
APPLE,IPHONE 13 mini,CARCASA,300,250,,,,,,
APPLE,IPHONE 13 mini,MUFA DE INCARCARE,100,250,,,,,,
APPLE,IPHONE 13 mini,DIFUZOR,100,250,,,,,,
,,,,,,,,,,
APPLE,IPHONE 16e,DISPLAY,1300,350,,,,,,
APPLE,IPHONE 16e,BATERIE,400,350,,,,,,
APPLE,IPHONE 16e,CARCASA,600,350,,,,,,
APPLE,IPHONE 16e,MUFA DE INCARCARE,100,350,,,,,,
APPLE,IPHONE 16e,DIFUZOR,100,350,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10,DISPLAY,970,200,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10,CARCASA,150,100,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Lite,DISPLAY,700,200,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Lite,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Lite,CARCASA,150,100,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Lite,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Lite,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Plus,DISPLAY,1150,200,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Plus,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Plus,CARCASA,150,100,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Plus,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 10 Plus,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20,DISPLAY,900,200,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20,CARCASA,150,100,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20,DIFUZOR,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20 Ultra,DISPLAY,1170,200,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20 Ultra,BATERIE,150,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20 Ultra,CARCASA,150,100,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20 Ultra,MUFA DE INCARCARE,50,150,,,,,,
SAMSUNG,SAMSUNG GALAXY Note 20 Ultra,DIFUZOR,50,150,,,,,,
,,,,,,,,,,
HONOR,90,DISPLAY,750,200,,,,,,
HONOR,90,BATERIE,100,150,,,,,,
HONOR,90,CARCASA,250,100,,,,,,
HONOR,90,MUFA DE INCARCARE,150,100,,,,,,
HONOR,90,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HONOR ,90 LITE,DISPLAY,350,200,,,,,,
HONOR ,90 LITE,BATERIE,100,150,,,,,,
HONOR ,90 LITE,CARCASA,100,100,,,,,,
HONOR ,90 LITE,MUFA DE INCARCARE,100,100,,,,,,
HONOR ,90 LITE,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,90 SMART,DISPLAY,270,200,,,,,,
HONOR,90 SMART,BATERIE,100,150,,,,,,
HONOR,90 SMART,CARCASA,100,100,,,,,,
HONOR,90 SMART,MUFA DE INCARCARE,50,100,,,,,,
HONOR,90 SMART,DIFUZOR,50,100,,,,,,
,,,,,,,,,,
HONOR,200,DISPLAY,700,200,,,,,,
HONOR,200,BATERIE,100,150,,,,,,
HONOR,200,CARCASA,250,100,,,,,,
HONOR,200,MUFA DE INCARCARE,100,100,,,,,,
HONOR,200,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,200 PRO,DISPLAY,800,200,,,,,,
HONOR,200 PRO,BATERIE,100,150,,,,,,
HONOR,200 PRO,CARCASA,250,100,,,,,,
HONOR,200 PRO,MUFA DE INCARCARE,100,100,,,,,,
HONOR,200 PRO,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,200 LITE,DISPLAY,350,200,,,,,,
HONOR,200 LITE,BATERIE,100,150,,,,,,
HONOR,200 LITE,CARCASA,250,100,,,,,,
HONOR,200 LITE,MUFA DE INCARCARE,100,100,,,,,,
HONOR,200 LITE,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,400,DISPLAY,400,200,,,,,,
HONOR,400,BATERIE,100,150,,,,,,
HONOR,400,CARCASA,250,100,,,,,,
HONOR,400,MUFA DE INCARCARE,100,100,,,,,,
HONOR,400,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,400 PRO,DISPLAY,600,200,,,,,,
HONOR,400 PRO,BATERIE,100,150,,,,,,
HONOR,400 PRO,CARCASA,250,100,,,,,,
HONOR,400 PRO,MUFA DE INCARCARE,150,100,,,,,,
HONOR,400 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
HONOR,400 LITE,DISPLAY,250,200,,,,,,
HONOR,400 LITE,BATERIE,100,150,,,,,,
HONOR,400 LITE,CARCASA,250,100,,,,,,
HONOR,400 LITE,MUFA DE INCARCARE,100,100,,,,,,
HONOR,400 LITE,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,MAGIC 6 LITE,DISPLAY,370,200,,,,,,
HONOR,MAGIC 6 LITE,BATERIE,100,150,,,,,,
HONOR,MAGIC 6 LITE,CARCASA,250,100,,,,,,
HONOR,MAGIC 6 LITE,MUFA DE INCARCARE,100,100,,,,,,
HONOR,MAGIC 6 LITE,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,MAGIC 6 PRO,DISPLAY,1400,200,,,,,,
HONOR,MAGIC 6 PRO,BATERIE,100,150,,,,,,
HONOR,MAGIC 6 PRO,CARCASA,250,100,,,,,,
HONOR,MAGIC 6 PRO,MUFA DE INCARCARE,150,100,,,,,,
HONOR,MAGIC 6 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
HONOR,MAGIC 7 LITE,DISPLAY,390,200,,,,,,
HONOR,MAGIC 7 LITE,BATERIE,100,150,,,,,,
HONOR,MAGIC 7 LITE,CARCASA,250,100,,,,,,
HONOR,MAGIC 7 LITE,MUFA DE INCARCARE,100,100,,,,,,
HONOR,MAGIC 7 LITE,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
HONOR,MAGIC 7 PRO,DISPLAY,1200,200,,,,,,
HONOR,MAGIC 7 PRO,BATERIE,100,150,,,,,,
HONOR,MAGIC 7 PRO,CARCASA,250,100,,,,,,
HONOR,MAGIC 7 PRO,MUFA DE INCARCARE,150,100,,,,,,
HONOR,MAGIC 7 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 30,DISPLAY,330,200,,,,,,
MOTOROLA ,EDGE 30,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 30,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 30,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 30,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 30 PRO,DISPLAY,380,200,,,,,,
MOTOROLA ,EDGE 30 PRO,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 30 PRO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 30 PRO,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 30 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 30 NEO,DISPLAY,370,200,,,,,,
MOTOROLA ,EDGE 30 NEO,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 30 NEO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 30 NEO,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 30 NEO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 30 FUSION,DISPLAY,460,200,,,,,,
MOTOROLA ,EDGE 30 FUSION,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 30 FUSION,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 30 FUSION,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 30 FUSION,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 40,DISPLAY,370,200,,,,,,
MOTOROLA ,EDGE 40,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 40,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 40,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 40,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 40 PRO,DISPLAY,550,200,,,,,,
MOTOROLA ,EDGE 40 PRO,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 40 PRO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 40 PRO,MUFA DE INCARCARE,150,100,,,,,,
MOTOROLA ,EDGE 40 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 40 NEO,DISPLAY,320,200,,,,,,
MOTOROLA ,EDGE 40 NEO,BATERIE,100,150,,,,,,
MOTOROLA ,EDGE 40 NEO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 40 NEO,MUFA DE INCARCARE,150,100,,,,,,200
MOTOROLA ,EDGE 40 NEO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 50,DISPLAY,400,200,,,,,,
MOTOROLA ,EDGE 50,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 50,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 50,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 50,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 50 PRO,DISPLAY,400,200,,,,,,
MOTOROLA ,EDGE 50 PRO,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 50 PRO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 50 PRO,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 50 PRO,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 50 NEO,DISPLAY,380,200,,,,,,
MOTOROLA ,EDGE 50 NEO,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 50 NEO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 50 NEO,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 50 NEO,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 50 FUSION,DISPLAY,270,200,,,,,,
MOTOROLA ,EDGE 50 FUSION,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 50 FUSION,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 50 FUSION,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 50 FUSION,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 50 ULTRA,DISPLAY,450,200,,,,,,
MOTOROLA ,EDGE 50 ULTRA,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 50 ULTRA,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 50 ULTRA,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 50 ULTRA,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 60,DISPLAY,280,200,,,,,,
MOTOROLA ,EDGE 60,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 60,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 60,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 60,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 60 PRO,DISPLAY,300,200,,,,,,
MOTOROLA ,EDGE 60 PRO,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 60 PRO,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 60 PRO,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 60 PRO,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MOTOROLA ,EDGE 60 FUSION,DISPLAY,300,200,,,,,,
MOTOROLA ,EDGE 60 FUSION,BATERIE,150,150,,,,,,
MOTOROLA ,EDGE 60 FUSION,CARCASA,250,100,,,,,,
MOTOROLA ,EDGE 60 FUSION,MUFA DE INCARCARE,200,100,,,,,,
MOTOROLA ,EDGE 60 FUSION,DIFUZOR,200,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 12,DISPLAY,350,200,,,,,,
XIAOMI,REDMI NOTE 12,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 12,CARCASA,100,100,,,,,,
XIAOMI,REDMI NOTE 12,MUFA DE INCARCARE,100,100,,,,,,
XIAOMI,REDMI NOTE 12,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 12 PRO,DISPLAY,350,200,,,,,,
XIAOMI,REDMI NOTE 12 PRO,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 12 PRO,CARCASA,100,100,,,,,,
XIAOMI,REDMI NOTE 12 PRO,MUFA DE INCARCARE,100,100,,,,,,
XIAOMI,REDMI NOTE 12 PRO,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 12 PRO PLUS,DISPLAY,350,200,,,,,,
XIAOMI,REDMI NOTE 12 PRO PLUS,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 12 PRO PLUS,CARCASA,100,100,,,,,,
XIAOMI,REDMI NOTE 12 PRO PLUS,MUFA DE INCARCARE,100,100,,,,,,
XIAOMI,REDMI NOTE 12 PRO PLUS,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 12S,DISPLAY,350,200,,,,,,
XIAOMI,REDMI NOTE 12S,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 12S,CARCASA,100,100,,,,,,
XIAOMI,REDMI NOTE 12S,MUFA DE INCARCARE,100,100,,,,,,
XIAOMI,REDMI NOTE 12S,DIFUZOR,100,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 13,DISPLAY,350,200,,,,,,
XIAOMI,REDMI NOTE 13,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 13,CARCASA,150,100,,,,,,
XIAOMI,REDMI NOTE 13,MUFA DE INCARCARE,150,100,,,,,,
XIAOMI,REDMI NOTE 13,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 13 PRO,DISPLAY,450,200,,,,,,
XIAOMI,REDMI NOTE 13 PRO,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 13 PRO,CARCASA,150,100,,,,,,
XIAOMI,REDMI NOTE 13 PRO,MUFA DE INCARCARE,150,100,,,,,,
XIAOMI,REDMI NOTE 13 PRO,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 13 PRO PLUS,DISPLAY,420,200,,,,,,
XIAOMI,REDMI NOTE 13 PRO PLUS,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 13 PRO PLUS,CARCASA,150,100,,,,,,
XIAOMI,REDMI NOTE 13 PRO PLUS,MUFA DE INCARCARE,150,100,,,,,,
XIAOMI,REDMI NOTE 13 PRO PLUS,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 14,DISPLAY,300,200,,,,,,
XIAOMI,REDMI NOTE 14,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 14,CARCASA,150,100,,,,,,
XIAOMI,REDMI NOTE 14,MUFA DE INCARCARE,150,100,,,,,,
XIAOMI,REDMI NOTE 14,DIFUZOR,150,100,,,,,,
,,,,,,,,,,
XIAOMI,REDMI NOTE 14 PRO,DISPLAY,450,200,,,,,,
XIAOMI,REDMI NOTE 14 PRO,BATERIE,150,150,,,,,,
XIAOMI,REDMI NOTE 14 PRO,CARCASA,150,100,,,,,,
